"TaxId","Project_Id","Project_Acc","Sort_By_ProjectType","Sort_By_DataType","Sort_By_Organism","Project_Subtype","Project_Target_Scope","Registration_Date","Project_Name","Project_Title","Project_Description","Organism_Name","Organism_Strain","Organism_Label","Sequencing_Status","Submitter_Organization"
1267357,183516,"PRJNA183516",323536,327186,208995,,"Monoisolate","2014/06/12 00:00","Mycobacterium tuberculosis TKK-01-0020","TB-ARC","Mycobacterium tuberculosis","Mycobacterium tuberculosis TKK-01-0020","TKK-01-0020",,"Scaffolds","Broad Institute"
1400897,219780,"PRJNA219780",299508,305026,207674,,"Monoisolate","2014/06/13 00:00","Mycobacterium tuberculosis KT-0045","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0045","KT-0045","missing","Scaffolds","Broad Institute"
1354276,210727,"PRJNA210727",306845,311982,208135,,"Monoisolate","2014/06/17 00:00","Mycobacterium tuberculosis Mtb194","Mycobacterium tuberculosis Mtb194 Genome sequencing","Comparative genomic analysis of gene variations among Mycobacterium tuberculosis clinical isolates with different antibiotic resistance profiles.","Mycobacterium tuberculosis Mtb194","Mtb194",,"Scaffolds","Institute of Microbiology Chinese Academy of Sciences"
1353527,210122,"PRJNA210122",307156,312256,208137,,"Monoisolate","2014/06/17 00:00","Mycobacterium tuberculosis Mtb43","Mycobacterium tuberculosis Mtb43 Genome sequencing","Mtb genome sequencing","Mycobacterium tuberculosis Mtb43","Mtb43",,"Scaffolds","Institute Of Microbiology Chinese Academy of Sciences"
1355018,210813,"PRJNA210813",306779,311925,208136,,"Monoisolate","2014/06/17 00:00","Mycobacterium tuberculosis Mtb293","Mycobacterium tuberculosis Mtb293 Genome sequencing","Comparative genomic analysis of gene variations among Mycobacterium tuberculosis clinical isolates with different antibiotic resistance profiles.","Mycobacterium tuberculosis Mtb293","Mtb293",,"Scaffolds","Institute of Microbiology Chinese Academy of Sciences"
1355019,210816,"PRJNA210816",306777,311923,208140,,"Monoisolate","2014/06/17 00:00","Mycobacterium tuberculosis Mtb526","Mycobacterium tuberculosis Mtb526 Genome sequencing","Comparative genomic analysis of gene variations among Mycobacterium tuberculosis clinical isolates with different antibiotic resistance profiles.","Mycobacterium tuberculosis Mtb526","Mtb526",,"Scaffolds","Institute of Microbiology Chinese Academy of Sciences"
1355020,210815,"PRJNA210815",306778,311924,208141,,"Monoisolate","2014/06/17 00:00","Mycobacterium tuberculosis Mtb562","Mycobacterium tuberculosis Mtb562 Genome sequencing","Comparative genomic analysis of gene variations among Mycobacterium tuberculosis clinical isolates with different antibiotic resistance profiles.","Mycobacterium tuberculosis Mtb562","Mtb562",,"Scaffolds","Institute of Microbiology Chinese Academy of Sciences"
1365190,212149,"PRJNA212149",305705,310873,208142,,"Monoisolate","2014/06/17 00:00","Mycobacterium tuberculosis Mtb940","Mycobacterium tuberculosis Mtb940 Genome sequencing","Comparative genomic analysis of gene variations among Mycobacterium tuberculosis clinical isolates with different antibiotic resistance profiles.","Mycobacterium tuberculosis Mtb940","Mtb940",,"Scaffolds","Institute of Microbiology Chinese Academy of Sciences"
1365185,212150,"PRJNA212150",305704,310872,208143,,"Monoisolate","2014/06/17 00:00","Mycobacterium tuberculosis Mtb984","Mycobacterium tuberculosis Mtb984 Genome sequencing","Comparative genomic analysis of gene variations among Mycobacterium tuberculosis clinical isolates with different antibiotic resistance profiles.","Mycobacterium tuberculosis Mtb984","Mtb984",,"Scaffolds","Institute of Microbiology Chinese Academy of Sciences"
1350393,176956,"PRJNA176956",326897,330136,207055,,"Monoisolate","2015/11/06 00:00","Mycobacterium tuberculosis 10 strain:10","Mycobacterium tuberculosis 10 strain:10 Genome sequencing","Our work indicates that the genetic basis of DR is more complex than previously anticipated and provides a strong foundation for elucidating unknown DR mechanism.","Mycobacterium tuberculosis 10",10,,"Scaffolds","BGI Research Institute"
998089,63833,"PRJNA63833",375620,378780,209320,,"Monoisolate","2011/03/28 00:00","Mycobacterium tuberculosis variant bovis BCG str. China","Mycobacterium bovis BCG str. China genome sequencing project.",,"Mycobacterium tuberculosis variant bovis BCG str. China","China",,"Contigs","Microbial Genome Research Center, CASPMI, IM-CAS"
998090,63835,"PRJNA63835",375619,378779,209317,,"Monoisolate","2011/03/28 00:00","Mycobacterium tuberculosis variant bovis BCG str. ATCC 35733","Mycobacterium bovis BCG str. ATCC 35733 genome sequencing project.",,"Mycobacterium tuberculosis variant bovis BCG str. ATCC 35733","ATCC 35733",,"Contigs","Microbial Genome Research Center, CASPMI, IM-CAS"
998091,63837,"PRJNA63837",375618,378778,209318,,"Monoisolate","2011/03/28 00:00","Mycobacterium tuberculosis variant bovis BCG str. ATCC 35740","Mycobacterium bovis BCG str. ATCC 35740 genome sequencing project.",,"Mycobacterium tuberculosis variant bovis BCG str. ATCC 35740","ATCC 35740",,"Contigs","Microbial Genome Research Center, CASPMI, IM-CAS"
1126682,78807,"PRJNA78807",371046,374695,208236,,"Monoisolate","2011/12/28 00:00","Mycobacterium tuberculosis OSDD071","Mycobacterium tuberculosis OSDD071 Genome sequencing and assembly","Sequencing of clinical isolates from the OSDD Open Repository.","Mycobacterium tuberculosis OSDD071","OSDD071","OSDD071","Contigs","Open Source Drug Discovery"
1126683,78959,"PRJNA78959",370990,374642,208246,,"Monoisolate","2011/12/28 00:00","Mycobacterium tuberculosis OSDD504","Mycobacterium tuberculosis OSDD504 Genome sequencing and assembly","Sequencing of clinical isolates from the OSDD Open Repository.","Mycobacterium tuberculosis OSDD504","OSDD504","OSDD504","Contigs","Open Source Drug Discovery"
1126684,78961,"PRJNA78961",370989,374641,208248,,"Monoisolate","2011/12/28 00:00","Mycobacterium tuberculosis OSDD518","Mycobacterium tuberculosis OSDD518 Genome sequencing and assembly","Sequencing of clinical isolates from the OSDD Open Repository.","Mycobacterium tuberculosis OSDD518","OSDD518","OSDD518","Contigs","Open Source Drug Discovery"
707237,43175,"PRJNA43175",379809,382282,207458,,"Monoisolate","2012/03/26 00:00","Mycobacterium tuberculosis CTRI-4","Mycobacterium tuberculosis CTRI-4 genome sequencing","This isolate was cultivated in Molecular-genetic research lab of Central Tuberculosis Research Institute, Russian Academy of Medical Sciences, Moscow, Russia; Strain name: CTRI-4 (for additional information please contact prof., Sci.D. Larisa Chernousova, Head of Microbiology Depatment (lchernousova@mail.ru) or  Tatiana Smirnova, Ph.D. senior researcher,molecular-genetic research lab.(s_tatka@mail.ru)). This endemic extensively drug-resistant M.tuberculosis strain isolated in Russia belongs to KY family (according to RFLP genotyping). ","Mycobacterium tuberculosis CTRI-4","CTRI-4",,"Contigs","Research Institute for Physical-Chemical Medicine, Moscow, Russia"
1240677,176960,"PRJNA176960",326893,330132,209118,,"Monoisolate","2012/11/09 00:00","Mycobacterium tuberculosis UM 1072388579","Mycobacterium tuberculosis UM 1072388579 Genome sequencing","Mycobacterium tuberculosis UM 1072388579 is a clinical isolate of extensively drug-resistant strain, obtained from a patient of University Malaya Medical Centre. It is the first isolated XDR-TB strain in Malaysia. It is resistant to amikacin, capromycin, ciprofloxacin, ethionamide, isoniazid, kanamycin, ofloxacin, rifampicin, and streptomycin but sensitive to ethambutol and para salicylic acid.","Mycobacterium tuberculosis UM 1072388579","UM 1072388579","UM 1072388579","Contigs","UNIVERSITY OF MALAYA"
1279011,185398,"PRJNA185398",322411,326135,208317,,"Single cell","2013/04/19 00:00","Mycobacterium tuberculosis PR05","Mycobacterium tuberculosis PR05 Genome sequencing","Whole genome sequence of a Malaysian Mycobacterium tuberculosis isolate.","Mycobacterium tuberculosis PR05","PR05","PR05","Contigs","Universiti Teknologi MARA"
1195237,167545,"PRJNA167545",333693,336594,209321,,"Monoisolate","2013/08/30 00:00","Mycobacterium tuberculosis variant bovis BCG str. Frappier","Mycobacterium tuberculosis variant bovis BCG str. Frappier Genome sequencing","To study the variation of human T-cell epitopes in the highly-conserved BCG genomes","Mycobacterium tuberculosis variant bovis BCG str. Frappier","Frappier",,"Contigs","National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention/State Key Laboratory for Infectious Disease Prevention and Control, China"
1195465,167549,"PRJNA167549",333690,336591,209322,,"Monoisolate","2013/08/30 00:00","Mycobacterium tuberculosis variant bovis BCG str. Glaxo","Mycobacterium tuberculosis variant bovis BCG str. Glaxo Genome sequencing","To study the variation of human T-cell epitopes in the highly-conserved BCG genomes.","Mycobacterium tuberculosis variant bovis BCG str. Glaxo","Glaxo",,"Contigs","National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention/State Key Laboratory for Infectious Disease Prevention and Control, China"
1195467,167551,"PRJNA167551",333688,336589,209335,,"Monoisolate","2013/08/30 00:00","Mycobacterium tuberculosis variant bovis BCG str. Phipps","Mycobacterium tuberculosis variant bovis BCG str. Phipps Genome sequencing","To study the variation of human T-cell epitopes in the highly-conserved BCG genomes","Mycobacterium tuberculosis variant bovis BCG str. Phipps","Phipps",,"Contigs","National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention/State Key Laboratory for Infectious Disease Prevention and Control, China"
1195468,167552,"PRJNA167552",333687,336588,209336,,"Monoisolate","2013/08/30 00:00","Mycobacterium tuberculosis variant bovis BCG str. Prague","Mycobacterium tuberculosis variant bovis BCG str. Prague Genome sequencing","To study the variation of human T-cell epitopes in the highly-conserved BCG genomes","Mycobacterium tuberculosis variant bovis BCG str. Prague","Prague",,"Contigs","National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention/State Key Laboratory for Infectious Disease Prevention and Control, China"
1195469,167553,"PRJNA167553",333686,336587,209337,,"Monoisolate","2013/08/30 00:00","Mycobacterium tuberculosis variant bovis BCG str. Sweden","Mycobacterium tuberculosis variant bovis BCG str. Sweden Genome sequencing","To study the variation of human T-cell epitopes in the highly-conserved BCG genomes","Mycobacterium tuberculosis variant bovis BCG str. Sweden","Sweden",,"Contigs","National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention/State Key Laboratory for Infectious Disease Prevention and Control, China"
1348776,209239,"PRJNA209239",307690,312743,207190,,"Monoisolate","2013/09/09 00:00","Mycobacterium tuberculosis 43-16836","Mycobacterium tuberculosis 43-16836 Genome sequencing","M. tuberculosis strain No. 43-16836, country Thailand: Bangkok, collection in 2000, isolated from CSF","Mycobacterium tuberculosis 43-16836","43-16836",,"Contigs","National Center for Genetic Engineering and Biotechnology"
1432058,230410,"PRJNA230410",291530,297565,207624,,"Multiisolate","2013/12/18 00:00","Mycobacterium tuberculosis HM strain:HM","Mycobacterium tuberculosis HM strain:HM Genome sequencing and assembly","This strain was isolated from a clonal outbreak with rapid progression into a low-risk population.","Mycobacterium tuberculosis HM","HM","HM","Contigs","Institut Pasteur Montevideo"
1429887,229943,"PRJNA229943",291870,297849,208138,,"Monoisolate","2013/12/27 00:00","Mycobacterium tuberculosis MTB-476","Mycobacterium tuberculosis MTB-476 Genome sequencing and assembly","Create the prerequisites for a personalized approach to the diagnosis and treatment of TB by identifying and comparing the whole genome sequences of M.tuberculosis strains, isolated in Kazakhstan.","Mycobacterium tuberculosis MTB-476","MTB-476","MTB-476","Contigs","Center for Life Sciences, Nazarbayev University"
1429886,229941,"PRJNA229941",291872,297851,208139,,"Monoisolate","2013/12/27 00:00","Mycobacterium tuberculosis MTB-489","Mycobacterium tuberculosis MTB-489 Genome sequencing and assembly","Create the prerequisites for a personalized approach to the diagnosis and treatment of TB by identifying and comparing the whole genome sequences of M.tuberculosis strains, isolated in Kazakhstan.","Mycobacterium tuberculosis MTB-489","MTB-489","MTB-489","Contigs","Center for Life Sciences, Nazarbayev University"
1151113,85129,"PRJNA85129",369062,372905,209360,,"Monoisolate","2014/01/07 00:00","Mycobacterium tuberculosis XDR1219","Mycobacterium tuberculosis XDR1219 Genome sequencing and assembly","An extensively drug resistant strain of Beijing genotype used for comparative analysis with other M. tuberculosis strains.","Mycobacterium tuberculosis XDR1219","XDR1219",,"Contigs","State Key Lab of Genetic Engineering, College of Life Sciences, Fudan University, Shanghai 200433, P.R.China"
1160716,88527,"PRJNA88527",367557,371443,209357,,"Monoisolate","2014/01/07 00:00","Mycobacterium tuberculosis WX3","Mycobacterium tuberculosis WX3 Genome sequencing and assembly","This strain will be used for comparative genome analysis.","Mycobacterium tuberculosis WX3","WX3","WX3","Contigs","Fudan University"
1160714,88523,"PRJNA88523",367559,371445,209361,,"Monoisolate","2014/01/07 00:00","Mycobacterium tuberculosis XDR1221","Mycobacterium tuberculosis XDR1221 Genome sequencing and assembly","This strain will be used for comparative genome analysis.","Mycobacterium tuberculosis XDR1221","XDR1221","XDR1221","Contigs","Fudan University"
1160715,88525,"PRJNA88525",367558,371444,209356,,"Monoisolate","2014/01/07 00:00","Mycobacterium tuberculosis WX1","Mycobacterium tuberculosis WX1 Genome sequencing and assembly","This strain will be used for comparative genome analysis.","Mycobacterium tuberculosis WX1","WX1","WX1","Contigs","Fudan University"
1441927,232703,"PRJNA232703",289716,295890,207629,,"Multiisolate","2014/01/28 00:00","Mycobacterium tuberculosis INS_XDR","Mycobacterium tuberculosis INS_XDR Genome sequencing and assembly","Mycobacterium tuberculosis INS_XDR strain is an aerobic, chemoorganotroph, rod-shaped, nonmotile, nonsporulating human pathogen. It was isolated in Tuberculosis patients in Lima - Peru The Mycobacterium tuberculosis INS_XDR genome was sequenced in Illumina.","Mycobacterium tuberculosis INS_XDR","INS_XDR",,"Contigs","Instituto Nacional de Salud"
1441925,232701,"PRJNA232701",289718,295892,207627,,"Multiisolate","2014/01/28 00:00","Mycobacterium tuberculosis INS_MDR","Mycobacterium tuberculosis INS_MDR Genome sequencing and assembly","Mycobacterium tuberculosis INS_MDR strain is an aerobic, chemoorganotroph, rod-shaped, nonmotile, nonsporulating human pathogen. It was isolated in Tuberculosis patients in Lima - Peru The Mycobacterium tuberculosis INS_MDR genome was sequenced in Illumina.","Mycobacterium tuberculosis INS_MDR","INS_MDR",,"Contigs","Instituto Nacional de Salud"
1441926,232702,"PRJNA232702",289717,295891,207628,,"Multiisolate","2014/01/28 00:00","Mycobacterium tuberculosis INS_SEN","Mycobacterium tuberculosis INS_SEN Genome sequencing and assembly","Mycobacterium tuberculosis INS_SEN strain is an aerobic, chemoorganotroph, rod-shaped, nonmotile, nonsporulating human pathogen. It was isolated in Tuberculosis patients in Lima - Peru The Mycobacterium tuberculosis INS_SEN genome was sequenced in Illumina.","Mycobacterium tuberculosis INS_SEN","INS_SEN",,"Contigs","Instituto Nacional de Salud"
1279039,185382,"PRJNA185382",322425,326149,207059,,"Other","2014/02/11 00:00","Mycobacterium tuberculosis 1034","Mycobacterium tuberculosis 1034 Genome sequencing","Mycobacterium tuberculosis is one of the world’s most ancient and successful pathogens. Strain 1034 which we isolated and sequenced belongs to the most prevalent Beijing genotype M. tuberculosis in Russia, China and the rest of Asia, and was not only resistant to but its growth was enhanced by rifampicin.","Mycobacterium tuberculosis 1034",1034,"strain 1034","Contigs","Lanzhou University"
1773,241077,"PRJNA241077",282222,288864,206904,,"Monoisolate","2014/04/17 00:00","Mycobacterium tuberculosis strain:G-12-005","Mycobacterium tuberculosis strain:G-12-005 Genome sequencing and assembly","The strain was isolated in 2008 from sputum of a patient with pulmonary tuberculosis. Spoligotype and MIRU-VNTR patterns show a Beijing genotype. This genotype is well spread in the region of Caucasus, where the patient comes from. The patient was a new case, with no history of TB. This isolate is part of an outbreak within household that we aim to reconstitute the transmission chain. Despite incidence of tuberculosis is steadily decreasing in Georgia, it is still up to 116/100 000 in 2013 according WHO. Furthermore, the increasing spread of Multi-Drug Resistant (MDR-TB) jeopardizes efforts to reduce the burden of the epidemic.","Mycobacterium tuberculosis","G-12-005",,"Contigs","LNCC"
1324246,198131,"PRJNA198131",313633,318289,209012,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis TKK-01-0036","TB-ARC - KRITH","TB-ARC - KRITH","Mycobacterium tuberculosis TKK-01-0036","TKK-01-0036","Unknown","Contigs","Broad Institute"
1402478,219836,"PRJNA219836",299453,304971,208334,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis SK-B","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis SK-B","SK-B","missing","Contigs","Broad Institute"
1408916,223548,"PRJNA223548",297277,303019,209139,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0026","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0026","UT0026","missing","Contigs","Broad Institute"
1408927,223559,"PRJNA223559",297266,303008,209155,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0046","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0046","UT0046","missing","Contigs","Broad Institute"
1408943,223575,"PRJNA223575",297250,302992,209179,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis UT0075","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis UT0075","UT0075","missing","Contigs","Broad Institute"
1417011,226761,"PRJNA226761",294769,300641,207649,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0018","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0018","KT-0018","missing","Contigs","Broad Institute"
1417019,226769,"PRJNA226769",294761,300633,207666,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0037","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0037","KT-0037","missing","Contigs","Broad Institute"
1417020,226770,"PRJNA226770",294760,300632,207669,,"Monoisolate","2014/04/29 00:00","Mycobacterium tuberculosis KT-0040","TB-ARC - CDRC Alland","TB-ARC - CDRC Alland","Mycobacterium tuberculosis KT-0040","KT-0040","missing","Contigs","Broad Institute"
